date,spReturn,bondReturn,cashReturn,cpi
1927-01,0.02373570,0.00284167,0.00069583,17.5000
1927-02,0.01966386,0.00284097,0.00069566,17.4000
1927-03,0.02877914,0.00284028,0.00069549,17.3000
1927-04,0.03868578,0.00283958,0.00069531,17.3000
1927-05,0.01702551,0.00283889,0.00069514,17.4000
1927-06,0.02624804,0.00283819,0.00069497,17.6000
1927-07,0.05725307,0.00283750,0.00069479,17.3000
1927-08,0.06063267,0.00283681,0.00069462,17.2000
1927-09,-0.01165880,0.00283611,0.00069444,17.3000
1927-10,0.02656225,0.00283542,0.00069427,17.4000
1927-11,0.02717517,0.00283472,0.00069410,17.3000
1927-12,0.00768423,0.00283403,0.00069392,17.3000
1928-01,-0.00828722,0.00120000,0.00069375,17.3000
1928-02,0.05746391,0.00121875,0.00069844,17.1000
1928-03,0.06662100,0.00123750,0.00070313,17.1000
1928-04,0.03435009,0.00125625,0.00070781,17.1000
1928-05,-0.04565292,0.00127500,0.00071250,17.2000
1928-06,0.01090957,0.00129375,0.00071719,17.1000
1928-07,0.03591119,0.00131250,0.00072187,17.1000
1928-08,0.07374157,0.00133125,0.00072656,17.1000
1928-09,0.02357896,0.00135000,0.00073125,17.3000
1928-10,0.07082060,0.00136875,0.00073594,17.2000
1928-11,0.00695035,0.00138750,0.00074062,17.2000
1928-12,0.07692585,0.00140625,0.00074531,17.1000
1929-01,0.00811209,0.00480833,0.00075000,17.1000
1929-02,0.02050820,0.00478681,0.00074462,17.1000
1929-03,-0.00301481,0.00476528,0.00073924,17.0000
1929-04,0.01796545,0.00474375,0.00073385,16.9000
1929-05,0.02201871,0.00472222,0.00072847,17.0000
1929-06,0.09200127,0.00470069,0.00072309,17.1000
1929-07,0.05957397,0.00467917,0.00071771,17.3000
1929-08,0.04244186,0.00465764,0.00071233,17.3000
1929-09,-0.10324814,0.00463611,0.00070694,17.3000
1929-10,-0.26190902,0.00461458,0.00070156,17.3000
1929-11,0.04373178,0.00459306,0.00069618,17.3000
1929-12,0.01826324,0.00457153,0.00069080,17.2000
1930-01,0.06637034,0.00245000,0.00068542,17.1000
1930-02,0.04122128,0.00245347,0.00068628,17.0000
1930-03,0.06687726,0.00245694,0.00068715,16.9000
1930-04,-0.05651578,0.00246042,0.00068802,17.0000
1930-05,-0.09769493,0.00246389,0.00068889,16.9000
1930-06,-0.01759991,0.00246736,0.00068976,16.8000
1930-07,-0.00895932,0.00247083,0.00069063,16.6000
1930-08,0.00343394,0.00247431,0.00069149,16.5000
1930-09,-0.13371230,0.00247778,0.00069236,16.6000
1930-10,-0.06799526,0.00248125,0.00069323,16.5000
1930-11,-0.06187726,0.00248472,0.00069410,16.4000
1930-12,0.03556845,0.00248819,0.00069497,16.1000
1931-01,0.08138663,0.00080000,0.00069583,15.9000
1931-02,0.02380475,0.00082361,0.00070174,15.7000
1931-03,-0.09079673,0.00084722,0.00070764,15.6000
1931-04,-0.09159994,0.00087083,0.00071354,15.5000
1931-05,-0.02678937,0.00089444,0.00071944,15.3000
1931-06,0.03857246,0.00091806,0.00072535,15.1000
1931-07,-0.02485055,0.00094167,0.00073125,15.1000
1931-08,-0.14368525,0.00096528,0.00073715,15.1000
1931-09,-0.12750070,0.00098889,0.00074306,15.0000
1931-10,0.02054228,0.00101250,0.00074896,14.9000
1931-11,-0.18099695,0.00103611,0.00075486,14.7000
1931-12,-0.00849131,0.00105972,0.00076076,14.6000
1932-01,-0.00046888,0.00522500,0.00076667,14.3000
1932-02,0.01140846,0.00519931,0.00076024,14.1000
1932-03,-0.23224374,0.00517361,0.00075382,14.0000
1932-04,-0.11314623,0.00514792,0.00074740,13.9000
1932-05,-0.12391561,0.00512222,0.00074097,13.7000
1932-06,0.06184486,0.00509653,0.00073455,13.6000
1932-07,0.51352794,0.00507083,0.00072813,13.6000
1932-08,0.10365981,0.00504514,0.00072170,13.5000
1932-09,-0.13216303,0.00501944,0.00071528,13.4000
1932-10,-0.00335557,0.00499375,0.00070885,13.3000
1932-11,-0.02639835,0.00496806,0.00070243,13.2000
1932-12,0.04569892,0.00494236,0.00069601,13.1000
1933-01,-0.11265867,0.00386667,0.00068958,12.9000
1933-02,0.00333333,0.00385347,0.00068628,12.7000
1933-03,0.11242643,0.00384028,0.00068299,12.6000
1933-04,0.29317852,0.00382708,0.00067969,12.6000
1933-05,0.17582676,0.00381389,0.00067639,12.6000
1933-06,0.08461662,0.00380069,0.00067309,12.7000
1933-07,-0.04641585,0.00378750,0.00066979,13.1000
1933-08,-0.00484224,0.00377431,0.00066649,13.2000
1933-09,-0.09376969,0.00376111,0.00066319,13.2000
1933-10,0.02801047,0.00374792,0.00065990,13.2000
1933-11,0.02321915,0.00373472,0.00065660,13.2000
1933-12,0.06084921,0.00372153,0.00065330,13.2000
1934-01,0.07748893,0.00452500,0.00065000,13.2000
1934-02,-0.04798513,0.00450208,0.00064427,13.3000
1934-03,0.02019320,0.00447917,0.00063854,13.3000
1934-04,-0.09826542,0.00445625,0.00063281,13.3000
1934-05,0.01702514,0.00443333,0.00062708,13.3000
1934-06,-0.04355298,0.00441042,0.00062135,13.4000
1934-07,-0.03514784,0.00438750,0.00061562,13.4000
1934-08,-0.02008516,0.00436458,0.00060990,13.4000
1934-09,0.01208239,0.00434167,0.00060417,13.6000
1934-10,0.03210708,0.00431875,0.00059844,13.5000
1934-11,0.01059058,0.00429583,0.00059271,13.5000
1934-12,0.00404968,0.00427292,0.00058698,13.4000
1935-01,-0.02618790,0.00314167,0.00058125,13.6000
1935-02,-0.05929844,0.00313194,0.00057882,13.7000
1935-03,0.07936980,0.00312222,0.00057639,13.7000
1935-04,0.08265733,0.00311250,0.00057396,13.8000
1935-05,0.04173789,0.00310278,0.00057153,13.8000
1935-06,0.05599473,0.00309306,0.00056910,13.7000
1935-07,0.07104851,0.00308333,0.00056667,13.7000
1935-08,0.02433304,0.00307361,0.00056424,13.7000
1935-09,0.02985932,0.00306389,0.00056181,13.7000
1935-10,0.09710570,0.00305417,0.00055937,13.7000
1935-11,0.00293967,0.00304444,0.00055694,13.8000
1935-12,0.05821830,0.00303472,0.00055451,13.8000
1936-01,0.06031977,0.00203333,0.00055208,13.8000
1936-02,0.02411226,0.00203542,0.00055260,13.8000
1936-03,0.00414984,0.00203750,0.00055313,13.7000
1936-04,-0.05019788,0.00203958,0.00055365,13.7000
1936-05,0.04573772,0.00204167,0.00055417,13.7000
1936-06,0.06234400,0.00204375,0.00055469,13.8000
1936-07,0.02297558,0.00204583,0.00055521,13.9000
1936-08,0.01444024,0.00204792,0.00055573,14.0000
1936-09,0.05550363,0.00205000,0.00055625,14.0000
1936-10,0.03101770,0.00205208,0.00055677,14.0000
1936-11,-0.01400090,0.00205417,0.00055729,14.0000
1936-12,0.03458382,0.00205625,0.00055781,14.0000
1937-01,0.03302066,0.00293333,0.00055833,14.1000
1937-02,0.00230075,0.00292500,0.00055625,14.1000
1937-03,-0.05624655,0.00291667,0.00055417,14.2000
1937-04,-0.04085832,0.00290833,0.00055208,14.3000
1937-05,-0.03338462,0.00290000,0.00055000,14.4000
1937-06,0.06393862,0.00289167,0.00054792,14.4000
1937-07,0.01436666,0.00288333,0.00054583,14.5000
1937-08,-0.13762777,0.00287500,0.00054375,14.5000
1937-09,-0.14097657,0.00286667,0.00054167,14.6000
1937-10,-0.08265472,0.00285833,0.00053958,14.6000
1937-11,-0.01019345,0.00285000,0.00053750,14.5000
1937-12,0.03236540,0.00284167,0.00053542,14.4000
1938-01,-0.01802731,0.00330000,0.00053333,14.2000
1938-02,-0.06018518,0.00328611,0.00052986,14.1000
1938-03,-0.03443259,0.00327222,0.00052639,14.1000
1938-04,0.01556005,0.00325833,0.00052292,14.2000
1938-05,0.02933645,0.00324444,0.00051944,14.1000
1938-06,0.20486451,0.00323056,0.00051597,14.1000
1938-07,0.01057552,0.00321667,0.00051250,14.1000
1938-08,-0.04084303,0.00320278,0.00050903,14.1000
1938-09,0.11617021,0.00318889,0.00050556,14.1000
1938-10,0.00465799,0.00317500,0.00050208,14.0000
1938-11,-0.02550370,0.00316111,0.00049861,14.0000
1938-12,-0.01162333,0.00314722,0.00049514,14.0000
1939-01,-0.00457778,0.00284167,0.00049167,14.0000
1939-02,0.00266577,0.00283125,0.00048906,13.9000
1939-03,-0.12241055,0.00282083,0.00048646,13.9000
1939-04,0.04096132,0.00281042,0.00048385,13.8000
1939-05,0.02171762,0.00280000,0.00048125,13.8000
1939-06,0.02836104,0.00278958,0.00047865,13.8000
1939-07,-0.01067464,0.00277917,0.00047604,13.8000
1939-08,0.11055748,0.00276875,0.00047344,13.8000
1939-09,0.01383451,0.00275833,0.00047083,14.1000
1939-10,-0.01408269,0.00274792,0.00046823,14.0000
1939-11,-0.01973165,0.00273750,0.00046563,14.0000
1939-12,-0.00148208,0.00272708,0.00046302,14.0000
1940-01,-0.00228094,0.00335833,0.00046042,13.9000
1940-02,-0.00145481,0.00334028,0.00045590,14.0000
1940-03,0.01419753,0.00332222,0.00045139,14.0000
1940-04,-0.13341030,0.00330417,0.00044688,14.0000
1940-05,-0.08094413,0.00328611,0.00044236,14.0000
1940-06,0.03869355,0.00326806,0.00043785,14.1000
1940-07,0.02649872,0.00325000,0.00043333,14.0000
1940-08,0.04757625,0.00323194,0.00042882,14.0000
1940-09,0.01465977,0.00321389,0.00042431,14.0000
1940-10,0.02850264,0.00319583,0.00041979,14.0000
1940-11,-0.03589860,0.00317778,0.00041528,14.0000
1940-12,0.00720165,0.00315972,0.00041076,14.1000
1941-01,-0.05724066,-0.00135000,0.00040625,14.1000
1941-02,0.01176834,-0.00131458,0.00041510,14.1000
1941-03,-0.02546064,-0.00127917,0.00042396,14.2000
1941-04,-0.01587714,-0.00124375,0.00043281,14.3000
1941-05,0.04106280,-0.00120833,0.00044167,14.4000
1941-06,0.05712090,-0.00117292,0.00045052,14.7000
1941-07,0.00075807,-0.00113750,0.00045937,14.7000
1941-08,0.00862444,-0.00110208,0.00046823,14.9000
1941-09,-0.03434245,-0.00106667,0.00047708,15.1000
1941-10,-0.04083305,-0.00103125,0.00048594,15.3000
1941-11,-0.05881655,-0.00099583,0.00049479,15.4000
1941-12,0.02616058,-0.00096042,0.00050365,15.5000
1942-01,-0.02479159,0.00199167,0.00051250,15.7000
1942-02,-0.04762363,0.00199236,0.00051267,15.8000
1942-03,-0.03453545,0.00199306,0.00051285,16.0000
1942-04,0.01870748,0.00199375,0.00051302,16.1000
1942-05,0.05748214,0.00199444,0.00051319,16.3000
1942-06,0.04381753,0.00199514,0.00051337,16.3000
1942-07,0.00045011,0.00199583,0.00051354,16.4000
1942-08,0.01662139,0.00199653,0.00051372,16.5000
1942-09,0.07968510,0.00199722,0.00051389,16.5000
1942-10,0.02154864,0.00199792,0.00051406,16.7000
1942-11,0.01055966,0.00199861,0.00051424,16.8000
1942-12,0.06503852,0.00199931,0.00051441,16.9000
1943-01,0.06433763,0.00200000,0.00051458,16.9000
1943-02,0.04014655,0.00200069,0.00051476,16.9000
1943-03,0.03786510,0.00200139,0.00051493,17.2000
1943-04,0.04363345,0.00200208,0.00051510,17.4000
1943-05,0.02179703,0.00200278,0.00051528,17.5000
1943-06,0.02472452,0.00200347,0.00051545,17.5000
1943-07,-0.04538912,0.00200417,0.00051563,17.4000
1943-08,0.02553000,0.00200486,0.00051580,17.3000
1943-09,-0.00500417,0.00200556,0.00051597,17.4000
1943-10,-0.04206416,0.00200625,0.00051615,17.4000
1943-11,0.01770129,0.00200694,0.00051632,17.4000
1943-12,0.03665796,0.00200764,0.00051649,17.4000
1944-01,-0.00243788,0.00270833,0.00051667,17.4000
1944-02,0.03240348,0.00270069,0.00051476,17.4000
1944-03,-0.01308540,0.00269306,0.00051285,17.4000
1944-04,0.02203065,0.00268542,0.00051094,17.5000
1944-05,0.05142333,0.00267778,0.00050903,17.5000
1944-06,0.03018942,0.00267014,0.00050712,17.6000
1944-07,-0.01055556,0.00266250,0.00050521,17.7000
1944-08,-0.01225171,0.00265486,0.00050330,17.7000
1944-09,0.02883598,0.00264722,0.00050139,17.7000
1944-10,-0.00284018,0.00263958,0.00049948,17.7000
1944-11,0.02600104,0.00263194,0.00049757,17.7000
1944-12,0.03384224,0.00262431,0.00049566,17.8000
1945-01,0.03733218,0.00302500,0.00049375,17.8000
1945-02,0.00314842,0.00301250,0.00049063,17.8000
1945-03,0.02901412,0.00300000,0.00048750,17.8000
1945-04,0.04160831,0.00298750,0.00048438,17.8000
1945-05,0.02187359,0.00297500,0.00048125,17.9000
1945-06,-0.01695383,0.00296250,0.00047812,18.1000
1945-07,0.00706660,0.00295000,0.00047500,18.1000
1945-08,0.07179516,0.00293750,0.00047188,18.1000
1945-09,0.04513889,0.00292500,0.00046875,18.1000
1945-10,0.03606061,0.00291250,0.00046563,18.1000
1945-11,0.02024648,0.00290000,0.00046250,18.1000
1945-12,0.04298904,0.00288750,0.00045937,18.2000
1946-01,0.00585769,0.00147500,0.00045625,18.2000
1946-02,-0.02677858,0.00147917,0.00045729,18.1000
1946-03,0.06769348,0.00148333,0.00045833,18.3000
1946-04,0.00518042,0.00148750,0.00045937,18.4000
1946-05,-0.00338681,0.00149167,0.00046042,18.5000
1946-06,-0.02547542,0.00149583,0.00046146,18.7000
1946-07,-0.01623577,0.00150000,0.00046250,19.8000
1946-08,-0.14422473,0.00150417,0.00046354,20.2000
1946-09,-0.01872101,0.00150833,0.00046458,20.4000
1946-10,-0.00013182,0.00151250,0.00046562,20.8000
1946-11,0.03394221,0.00151667,0.00046667,21.3000
1946-12,0.00919806,0.00152083,0.00046771,21.5000
1947-01,0.04269852,0.00076667,0.00046875,21.5000
1947-02,-0.03672644,0.00077986,0.00047205,21.5000
1947-03,-0.03298153,0.00079306,0.00047535,21.9000
1947-04,-0.01362253,0.00080625,0.00047865,21.9000
1947-05,0.03920657,0.00081944,0.00048194,21.9000
1947-06,0.06693621,0.00083264,0.00048524,22.0000
1947-07,-0.01558867,0.00084583,0.00048854,22.2000
1947-08,-0.02166882,0.00085903,0.00049184,22.5000
1947-09,0.03026782,0.00087222,0.00049514,23.0000
1947-10,-0.00729953,0.00088542,0.00049844,23.0000
1947-11,-0.01122390,0.00089861,0.00050174,23.1000
1947-12,-0.00864937,0.00091181,0.00050503,23.4000
1948-01,-0.04448565,0.00279167,0.00050833,23.7000
1948-02,0.01918834,0.00278264,0.00050608,23.5000
1948-03,0.08187646,0.00277361,0.00050382,23.4000
1948-04,0.05330087,0.00276458,0.00050156,23.8000
1948-05,0.04587203,0.00275556,0.00049931,23.9000
1948-06,-0.01956996,0.00274653,0.00049705,24.1000
1948-07,-0.02488496,0.00273750,0.00049479,24.4000
1948-08,-0.00677889,0.00272847,0.00049253,24.5000
1948-09,0.03188452,0.00271944,0.00049028,24.5000
1948-10,-0.05100885,0.00271042,0.00048802,24.4000
1948-11,-0.00158055,0.00270139,0.00048576,24.2000
1948-12,0.01629361,0.00269236,0.00048351,24.1000
1949-01,-0.03327546,0.00186667,0.00048125,24.0000
1949-02,0.01491386,0.00186736,0.00048142,23.8000
1949-03,0.00413593,0.00186806,0.00048160,23.8000
1949-04,-0.00182822,0.00186875,0.00048177,23.9000
1949-05,-0.04912793,0.00186944,0.00048194,23.8000
1949-06,0.06263422,0.00187014,0.00048212,23.9000
1949-07,0.04170432,0.00187083,0.00048229,23.7000
1949-08,0.01871228,0.00187153,0.00048247,23.8000
1949-09,0.03141812,0.00187222,0.00048264,23.9000
1949-10,0.01947415,0.00187292,0.00048281,23.7000
1949-11,0.03241605,0.00187361,0.00048299,23.8000
1949-12,0.02629988,0.00187431,0.00048316,23.6000
1950-01,0.02522709,0.00047500,0.00048333,23.5000
1950-02,0.01375169,0.00049236,0.00048767,23.5000
1950-03,0.03386167,0.00050972,0.00049201,23.6000
1950-04,0.03914425,0.00052708,0.00049635,23.6000
1950-05,0.02164678,0.00054444,0.00050069,23.7000
1950-06,-0.06723586,0.00056181,0.00050503,23.8000
1950-07,0.06637577,0.00057917,0.00050937,24.1000
1950-08,0.04108641,0.00059653,0.00051372,24.3000
1950-09,0.04721349,0.00061389,0.00051806,24.4000
1950-10,0.00376057,0.00063125,0.00052240,24.6000
1950-11,0.00194709,0.00064861,0.00052674,24.7000
1950-12,0.08012658,0.00066597,0.00053108,25.0000
1951-01,0.04308766,0.00150000,0.00053542,25.4000
1951-02,-0.01112375,0.00150764,0.00053733,25.7000
1951-03,0.01926337,0.00151528,0.00053924,25.8000
1951-04,0.00628547,0.00152292,0.00054115,25.8000
1951-05,-0.01145056,0.00153056,0.00054306,25.9000
1951-06,0.02366589,0.00153819,0.00054497,25.9000
1951-07,0.04965295,0.00154583,0.00054687,25.9000
1951-08,0.03135769,0.00155347,0.00054878,25.9000
1951-09,0.00028393,0.00156111,0.00055069,26.1000
1951-10,-0.02253378,0.00156875,0.00055260,26.2000
1951-11,0.03613192,0.00157639,0.00055451,26.4000
1951-12,0.03833832,0.00158403,0.00055642,26.5000
1952-01,-0.01332048,0.00135833,0.00055833,26.5000
1952-02,0.00749709,0.00136875,0.00056094,26.3000
1952-03,0.00202996,0.00137917,0.00056354,26.3000
1952-04,0.00459843,0.00138958,0.00056615,26.4000
1952-05,0.03244838,0.00140000,0.00056875,26.4000
1952-06,0.03366831,0.00141042,0.00057135,26.5000
1952-07,0.00880516,0.00142083,0.00057396,26.7000
1952-08,-0.01108684,0.00143125,0.00057656,26.7000
1952-09,-0.01610842,0.00144167,0.00057917,26.7000
1952-10,0.03667446,0.00145208,0.00058177,26.7000
1952-11,0.04509032,0.00146250,0.00058438,26.7000
1952-12,0.00988863,0.00147292,0.00058698,26.7000
1953-01,-0.00773491,0.00440000,0.00058958,26.6000
1953-02,0.00957077,0.00437569,0.00058351,26.5000
1953-03,-0.04472874,-0.00177361,0.00057743,26.6000
1953-04,0.01002742,-0.01304167,0.00058958,26.6000
1953-05,-0.03107666,-0.00165833,0.00063542,26.7000
1953-06,0.01913709,0.01519167,0.00064792,26.8000
1953-07,0.00898861,0.00104167,0.00061042,26.8000
1953-08,-0.04106874,0.00805833,0.00061458,26.9000
1953-09,0.03516688,0.01709167,0.00059792,26.9000
1953-10,0.02708246,0.00081667,0.00055417,27.0000
1953-11,0.01836735,0.00853333,0.00055833,26.9000
1953-12,0.03023896,0.00985833,0.00053958,26.9000
1954-01,0.02676313,0.00276667,0.00051667,26.9000
1954-02,0.02582414,0.00905833,0.00051458,26.9000
1954-03,0.04450508,0.00757500,0.00049375,26.9000
1954-04,0.04422527,-0.00369167,0.00047708,26.8000
1954-05,0.01223074,0.00127500,0.00049375,26.9000
1954-06,0.04457297,0.00758333,0.00049583,26.9000
1954-07,0.02394255,-0.00228333,0.00047917,26.9000
1954-08,0.02739812,0.00056667,0.00049167,26.9000
1954-09,0.02710652,-0.00151667,0.00049583,26.8000
1954-10,0.04302188,-0.00147500,0.00050625,26.8000
1954-11,0.04953317,-0.00003333,0.00051667,26.8000
1954-12,0.02168525,-0.00490833,0.00052292,26.7000
1955-01,0.03704745,-0.00062500,0.00054375,26.7000
1955-02,-0.00436412,0.00010833,0.00055208,26.7000
1955-03,0.03808219,-0.00266667,0.00055833,26.7000
1955-04,-0.00078714,0.00159167,0.00057292,26.7000
1955-05,0.06145095,0.00090000,0.00057500,26.7000
1955-06,0.07644126,-0.00608333,0.00057917,26.7000
1955-07,-0.00299315,-0.00248333,0.00060417,26.8000
1955-08,0.04816429,0.00247500,0.00061875,26.8000
1955-09,-0.04724853,0.00877500,0.00061875,26.9000
1955-10,0.07066150,0.00170000,0.00060000,26.9000
1955-11,0.01237176,-0.00249167,0.00060208,26.9000
1955-12,-0.02387775,0.00666667,0.00061667,26.8000
1956-01,0.00949415,0.00661667,0.00060417,26.8000
1956-02,0.07206092,-0.00603333,0.00059167,26.8000
1956-03,0.01482768,-0.01293333,0.00061667,26.8000
1956-04,-0.02838479,0.01035000,0.00066250,26.9000
1956-05,-0.00262020,0.00745833,0.00063958,27.0000
1956-06,0.05748865,-0.00520000,0.00062500,27.2000
1956-07,-0.00284726,-0.01280833,0.00064792,27.4000
1956-08,-0.03088838,-0.00072500,0.00069375,27.3000
1956-09,-0.00953601,0.00561667,0.00070417,27.4000
1956-10,-0.00712466,-0.00771667,0.00069583,27.5000
1956-11,0.01808954,-0.00409167,0.00072708,27.5000
1956-12,-0.01862618,0.01209167,0.00074792,27.6000
1957-01,-0.03995768,0.01128333,0.00072083,27.6000
1957-02,0.01620529,-0.00211667,0.00069583,27.7000
1957-03,0.02644031,-0.00205833,0.00071042,27.8000
1957-04,0.04160192,-0.00550000,0.00072500,27.9000
1957-05,0.01954183,-0.01100000,0.00075000,28.0000
1957-06,0.02322117,-0.00593333,0.00079167,28.1000
1957-07,-0.05205112,0.00327500,0.00081875,28.3000
1957-08,-0.03739456,0.00397500,0.00081875,28.3000
1957-09,-0.05896620,-0.00023333,0.00081667,28.3000
1957-10,-0.01800436,0.02080833,0.00082708,28.3000
1957-11,0.00318050,0.03880000,0.00077500,28.4000
1957-12,0.02328705,0.01107500,0.00066875,28.4000
1958-01,0.00701875,0.00537500,0.00064375,28.6000
1958-02,0.02418943,0.00744167,0.00063542,28.6000
1958-03,0.00896462,0.00948333,0.00062083,28.8000
1958-04,0.03557839,-0.00040000,0.00060000,28.9000
1958-05,0.02735189,-0.00106667,0.00060833,28.9000
1958-06,0.03070764,-0.01362500,0.00061875,28.9000
1958-07,0.04054299,-0.02113333,0.00066667,29.0000
1958-08,0.02943746,-0.01245000,0.00073750,28.9000
1958-09,0.04359001,0.00033333,0.00078333,28.9000
1958-10,0.03326246,0.00736667,0.00079167,28.9000
1958-11,0.02162433,-0.00528333,0.00077917,29.0000
1958-12,0.04254689,-0.00798333,0.00080417,28.9000
1959-01,-0.01265032,0.00755000,0.00083750,29.0000
1959-02,0.02806179,0.00120000,0.00082500,28.9000
1959-03,0.01936432,-0.00577500,0.00083125,28.9000
1959-04,0.01765422,-0.00986667,0.00085833,29.0000
1959-05,-0.00606262,0.00149167,0.00089792,29.0000
1959-06,0.04227579,-0.00058333,0.00090417,29.1000
1959-07,-0.00318509,0.00156667,0.00091667,29.2000
1959-08,-0.03703237,-0.01380833,0.00092292,29.2000
1959-09,0.00176746,0.01440000,0.00097500,29.3000
1959-10,0.00669104,0.00377500,0.00094375,29.4000
1959-11,0.03463121,-0.00742500,0.00094375,29.4000
1959-12,-0.01485777,0.00180833,0.00097708,29.4000
1960-01,-0.03609244,0.02003333,0.00098333,29.3000
1960-02,-0.01078145,0.02054167,0.00093542,29.4000
1960-03,0.01584272,0.00144167,0.00088542,29.4000
1960-04,-0.00624539,-0.00133333,0.00089167,29.5000
1960-05,0.03988089,0.01762500,0.00090625,29.5000
1960-06,-0.02196123,0.02095833,0.00086458,29.6000
1960-07,0.01490867,0.01025000,0.00081250,29.6000
1960-08,-0.02720757,0.00316667,0.00079167,29.6000
1960-09,-0.01673965,-0.00313333,0.00079167,29.6000
1960-10,0.03540852,0.00044167,0.00081042,29.8000
1960-11,0.02690644,0.00957500,0.00081875,29.8000
1960-12,0.05426937,0.00320000,0.00080000,29.8000
1961-01,0.04374117,0.00740000,0.00080000,29.8000
1961-02,0.03397047,0.00595000,0.00078750,29.8000
1961-03,0.02919006,0.00031667,0.00077917,29.8000
1961-04,0.01263355,0.00805000,0.00078750,29.8000
1961-05,-0.01080201,-0.00880833,0.00077292,29.8000
1961-06,-0.00027939,0.00043333,0.00080833,29.8000
1961-07,0.03838971,-0.00513333,0.00081667,30.0000
1961-08,-0.00541706,0.00756667,0.00084167,29.9000
1961-09,0.01343047,0.00751667,0.00082917,30.0000
1961-10,0.04772059,0.00186667,0.00081667,30.0000
1961-11,0.01163009,-0.00511667,0.00082083,30.0000
1961-12,-0.03487129,0.00198333,0.00084583,30.0000
1962-01,0.01909496,0.00620000,0.00085000,30.0000
1962-02,0.00340991,0.01106667,0.00084167,30.1000
1962-03,-0.02944942,0.00957500,0.00081875,30.1000
1962-04,-0.07185076,0.00110000,0.00080000,30.2000
1962-05,-0.11412747,0.00042500,0.00080625,30.2000
1962-06,0.02717359,-0.00374167,0.00081458,30.2000
1962-07,0.03023034,0.00544167,0.00083542,30.3000
1962-08,-0.00593340,0.00331667,0.00082917,30.3000
1962-09,-0.02856322,0.00681667,0.00082917,30.4000
1962-10,0.07200859,0.00397500,0.00081875,30.4000
1962-11,0.04623769,0.00746667,0.00081667,30.4000
1962-12,0.04146711,0.00531667,0.00080417,30.4000
1963-01,0.01595536,-0.00310833,0.00079792,30.4000
1963-02,-0.00108297,0.00256667,0.00081667,30.4000
1963-03,0.04978174,0.00047500,0.00081875,30.5000
1963-04,0.02269569,0.00610833,0.00082708,30.5000
1963-05,0.00216630,-0.00092500,0.00081875,30.5000
1963-06,-0.01221889,0.00122500,0.00083125,30.6000
1963-07,0.03031144,0.00475000,0.00083750,30.7000
1963-08,0.02893617,-0.00226667,0.00083333,30.7000
1963-09,0.00499886,0.00130000,0.00085000,30.7000
1963-10,-0.00306572,0.00272500,0.00085625,30.8000
1963-11,0.02393357,0.00273333,0.00085833,30.8000
1963-12,0.03330187,0.00064167,0.00086042,30.9000
1964-01,0.01479907,0.00487500,0.00086875,30.9000
1964-02,0.02071040,-0.00144167,0.00086458,30.9000
1964-03,0.01693105,0.00281667,0.00087917,30.9000
1964-04,0.01220360,0.00562500,0.00088125,30.9000
1964-05,-0.00350664,0.00560000,0.00087500,30.9000
1964-06,0.03961034,0.00207500,0.00086875,31.0000
1964-07,-0.01225667,0.00349167,0.00087292,31.1000
1964-08,0.01965447,0.00279167,0.00087292,31.0000
1964-09,0.01970187,0.00420000,0.00087500,31.1000
1964-10,0.00936948,0.00629167,0.00087292,31.1000
1964-11,-0.01490325,0.00135833,0.00086458,31.2000
1964-12,0.02820788,0.00278333,0.00087083,31.2000
1965-01,0.00975061,0.00209167,0.00087292,31.2000
1965-02,0.00335574,0.00350833,0.00087708,31.2000
1965-03,0.01557641,0.00420833,0.00087708,31.3000
1965-04,0.01732598,0.00280000,0.00087500,31.4000
1965-05,-0.04507355,0.00350833,0.00087708,31.4000
1965-06,0.00102893,0.00420833,0.00087708,31.6000
1965-07,0.02118583,-0.00000000,0.00087500,31.6000
1965-08,0.03596112,0.00074167,0.00088542,31.6000
1965-09,0.02496830,-0.00062500,0.00089375,31.6000
1965-10,0.01075975,-0.00337500,0.00090625,31.7000
1965-11,-0.00211612,-0.00819167,0.00092708,31.7000
1965-12,0.01980450,0.00455000,0.00096250,31.8000
1966-01,-0.00430419,-0.01155833,0.00096042,31.8000
1966-02,-0.03862337,0.00122500,0.00100625,32.0000
1966-03,0.03320957,0.01245833,0.00101458,32.1000
1966-04,-0.05007581,0.00185833,0.00098958,32.3000
1966-05,-0.00559525,0.00188333,0.00099583,32.3000
1966-06,0.00018398,-0.01069167,0.00100208,32.4000
1966-07,-0.05769455,-0.00981667,0.00104583,32.5000
1966-08,-0.03224840,0.00715000,0.00108750,32.7000
1966-09,-0.00564409,0.01621667,0.00107917,32.7000
1966-10,0.05316061,-0.00632500,0.00104375,32.9000
1966-11,0.00715795,0.02670000,0.00107500,32.9000
1966-12,0.04130292,0.02223333,0.00100833,32.9000
1967-01,0.03730018,0.00031667,0.00095417,32.9000
1967-02,0.02633738,0.01015833,0.00096458,32.9000
1967-03,0.01992470,0.00028333,0.00094583,33.0000
1967-04,0.02057681,-0.01437500,0.00095625,33.1000
1967-05,-0.00991828,-0.00785833,0.00101042,33.2000
1967-06,0.01992417,-0.00561667,0.00104583,33.3000
1967-07,0.01851653,-0.00410000,0.00107500,33.4000
1967-08,0.01653908,0.00300000,0.00110000,33.5000
1967-09,0.00097415,-0.00818333,0.00110417,33.6000
1967-10,-0.02881734,-0.01433333,0.00114167,33.7000
